text,entity_type,entity_value
The meeting with John from Microsoft is scheduled for 1986-02-17,ORG,Microsoft
Sara attended a conference on 1972-11-21,PERSON,Sara
Microsoft announced new projects starting 2012-03-16,ORG,Microsoft
Meta announced new projects starting 2021-01-15,ORG,Meta
Meta announced new projects starting 1990-02-23,ORG,Meta
Meta announced new projects starting 2018-07-31,ORG,Meta
The meeting with John from Microsoft is scheduled for 2013-01-17,PERSON,John
The meeting with John from Microsoft is scheduled for 2013-01-17,ORG,Microsoft
Sara works at Microsoft in London since 2013-11-13,PERSON,Sara
Sara works at Microsoft in London since 2013-11-13,ORG,Microsoft
Sara works at Microsoft in London since 2013-11-13,GPE,London
Mary attended a conference on 2006-05-04,PERSON,Mary
Google announced new projects starting 2020-02-09,ORG,Google
Alex attended a conference on 2004-05-28,PERSON,Alex
The meeting with Sara from Microsoft is scheduled for 2022-01-26,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2022-01-26,ORG,Microsoft
Amazon announced new projects starting 2013-05-04,ORG,Amazon
Mary works at Google in Paris since 2021-04-13,PERSON,Mary
Mary works at Google in Paris since 2021-04-13,ORG,Google
Mary works at Google in Paris since 2021-04-13,GPE,Paris
Paris will host the event in 2007-10-22,GPE,Paris
Mary works at Meta in Paris since 2006-12-06,PERSON,Mary
Mary works at Meta in Paris since 2006-12-06,ORG,Meta
Mary works at Meta in Paris since 2006-12-06,GPE,Paris
Tokyo will host the event in 2022-05-20,GPE,Tokyo
Paris will host the event in 2019-07-24,GPE,Paris
Mary works at Amazon in New York since 2018-05-12,PERSON,Mary
Mary works at Amazon in New York since 2018-05-12,ORG,Amazon
The meeting with Sara from Meta is scheduled for 2001-11-07,PERSON,Sara
The meeting with Sara from Meta is scheduled for 2001-11-07,ORG,Meta
London will host the event in 2014-08-27,GPE,London
The meeting with John from Meta is scheduled for 2022-11-22,PERSON,John
The meeting with John from Meta is scheduled for 2022-11-22,ORG,Meta
Alex works at Microsoft in Paris since 1985-03-14,PERSON,Alex
Alex works at Microsoft in Paris since 1985-03-14,ORG,Microsoft
Alex works at Microsoft in Paris since 1985-03-14,GPE,Paris
The meeting with Mary from Meta is scheduled for 2005-04-08,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2005-04-08,ORG,Meta
The meeting with Alex from Google is scheduled for 1978-02-21,PERSON,Alex
The meeting with Alex from Google is scheduled for 1978-02-21,ORG,Google
John works at Microsoft in Tokyo since 2001-04-17,PERSON,John
John works at Microsoft in Tokyo since 2001-04-17,ORG,Microsoft
John works at Microsoft in Tokyo since 2001-04-17,GPE,Tokyo
Alex works at Amazon in Tokyo since 2010-10-18,PERSON,Alex
Alex works at Amazon in Tokyo since 2010-10-18,ORG,Amazon
Alex works at Amazon in Tokyo since 2010-10-18,GPE,Tokyo
Meta announced new projects starting 1980-01-29,ORG,Meta
The meeting with Mary from Meta is scheduled for 1983-04-11,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1983-04-11,ORG,Meta
Mary works at Microsoft in Paris since 1984-09-26,PERSON,Mary
Mary works at Microsoft in Paris since 1984-09-26,ORG,Microsoft
Mary works at Microsoft in Paris since 1984-09-26,GPE,Paris
Mary attended a conference on 1973-05-08,PERSON,Mary
Meta announced new projects starting 2024-12-20,ORG,Meta
John works at Meta in Tokyo since 2009-07-31,PERSON,John
John works at Meta in Tokyo since 2009-07-31,ORG,Meta
John works at Meta in Tokyo since 2009-07-31,GPE,Tokyo
Alex works at Microsoft in New York since 1973-04-09,PERSON,Alex
Alex works at Microsoft in New York since 1973-04-09,ORG,Microsoft
Mary works at Microsoft in New York since 2002-12-15,PERSON,Mary
Mary works at Microsoft in New York since 2002-12-15,ORG,Microsoft
Microsoft announced new projects starting 1976-07-12,ORG,Microsoft
Sara attended a conference on 1993-01-18,PERSON,Sara
Alex works at Meta in New York since 1978-04-28,PERSON,Alex
Alex works at Meta in New York since 1978-04-28,ORG,Meta
Microsoft announced new projects starting 1993-07-09,ORG,Microsoft
The meeting with Sara from Amazon is scheduled for 1981-09-29,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1981-09-29,ORG,Amazon
John attended a conference on 2007-06-01,PERSON,John
The meeting with Sara from Google is scheduled for 2021-05-26,PERSON,Sara
The meeting with Sara from Google is scheduled for 2021-05-26,ORG,Google
Mary works at Google in Paris since 2018-11-29,PERSON,Mary
Mary works at Google in Paris since 2018-11-29,ORG,Google
Mary works at Google in Paris since 2018-11-29,GPE,Paris
Amazon announced new projects starting 2019-11-19,ORG,Amazon
Google announced new projects starting 2009-08-24,ORG,Google
John works at Microsoft in London since 2023-02-15,PERSON,John
John works at Microsoft in London since 2023-02-15,ORG,Microsoft
John works at Microsoft in London since 2023-02-15,GPE,London
Google announced new projects starting 2014-06-14,ORG,Google
Google announced new projects starting 2012-03-30,ORG,Google
The meeting with John from Microsoft is scheduled for 2023-08-30,PERSON,John
The meeting with John from Microsoft is scheduled for 2023-08-30,ORG,Microsoft
Alex attended a conference on 1992-03-24,PERSON,Alex
Meta announced new projects starting 1995-07-29,ORG,Meta
Amazon announced new projects starting 1998-01-01,ORG,Amazon
Paris will host the event in 1987-02-18,GPE,Paris
John works at Google in Paris since 1995-09-16,PERSON,John
John works at Google in Paris since 1995-09-16,ORG,Google
John works at Google in Paris since 1995-09-16,GPE,Paris
The meeting with John from Meta is scheduled for 1970-01-09,PERSON,John
The meeting with John from Meta is scheduled for 1970-01-09,ORG,Meta
Mary works at Microsoft in London since 1994-03-28,PERSON,Mary
Mary works at Microsoft in London since 1994-03-28,ORG,Microsoft
Mary works at Microsoft in London since 1994-03-28,GPE,London
Google announced new projects starting 2014-01-27,ORG,Google
The meeting with John from Meta is scheduled for 2011-07-25,PERSON,John
The meeting with John from Meta is scheduled for 2011-07-25,ORG,Meta
Google announced new projects starting 1970-12-14,ORG,Google
The meeting with Alex from Google is scheduled for 1998-02-26,PERSON,Alex
The meeting with Alex from Google is scheduled for 1998-02-26,ORG,Google
Sara attended a conference on 1992-03-21,PERSON,Sara
London will host the event in 1997-02-18,GPE,London
The meeting with John from Meta is scheduled for 1990-01-25,PERSON,John
The meeting with John from Meta is scheduled for 1990-01-25,ORG,Meta
Amazon announced new projects starting 1994-07-19,ORG,Amazon
The meeting with Mary from Google is scheduled for 1986-11-22,PERSON,Mary
The meeting with Mary from Google is scheduled for 1986-11-22,ORG,Google
Alex works at Google in Paris since 1983-08-14,PERSON,Alex
Alex works at Google in Paris since 1983-08-14,ORG,Google
Alex works at Google in Paris since 1983-08-14,GPE,Paris
London will host the event in 2000-01-13,GPE,London
Alex attended a conference on 2020-10-10,PERSON,Alex
Paris will host the event in 2010-08-09,GPE,Paris
The meeting with Mary from Microsoft is scheduled for 1987-10-25,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1987-10-25,ORG,Microsoft
John works at Amazon in New York since 2021-08-02,PERSON,John
John works at Amazon in New York since 2021-08-02,ORG,Amazon
The meeting with Alex from Amazon is scheduled for 2022-08-12,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2022-08-12,ORG,Amazon
The meeting with Alex from Amazon is scheduled for 1982-03-27,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1982-03-27,ORG,Amazon
The meeting with John from Google is scheduled for 2023-07-26,PERSON,John
The meeting with John from Google is scheduled for 2023-07-26,ORG,Google
Sara works at Amazon in London since 2002-09-28,PERSON,Sara
Sara works at Amazon in London since 2002-09-28,ORG,Amazon
Sara works at Amazon in London since 2002-09-28,GPE,London
John attended a conference on 2009-11-17,PERSON,John
London will host the event in 2006-04-02,GPE,London
John attended a conference on 2018-10-09,PERSON,John
Alex attended a conference on 1981-01-09,PERSON,Alex
Mary attended a conference on 1997-03-27,PERSON,Mary
Sara attended a conference on 2023-02-28,PERSON,Sara
Sara attended a conference on 1980-04-26,PERSON,Sara
Mary attended a conference on 1983-02-24,PERSON,Mary
Mary works at Microsoft in London since 1986-10-15,PERSON,Mary
Mary works at Microsoft in London since 1986-10-15,ORG,Microsoft
Mary works at Microsoft in London since 1986-10-15,GPE,London
Google announced new projects starting 1984-11-25,ORG,Google
Alex attended a conference on 2006-02-28,PERSON,Alex
Sara works at Amazon in New York since 1970-12-08,PERSON,Sara
Sara works at Amazon in New York since 1970-12-08,ORG,Amazon
Microsoft announced new projects starting 2013-12-25,ORG,Microsoft
Mary attended a conference on 1985-08-10,PERSON,Mary
Alex works at Google in New York since 1993-11-29,PERSON,Alex
Alex works at Google in New York since 1993-11-29,ORG,Google
Microsoft announced new projects starting 1981-01-07,ORG,Microsoft
Alex attended a conference on 1995-10-14,PERSON,Alex
John works at Google in London since 2000-03-18,PERSON,John
John works at Google in London since 2000-03-18,ORG,Google
John works at Google in London since 2000-03-18,GPE,London
Meta announced new projects starting 2015-05-07,ORG,Meta
Sara works at Meta in Paris since 1978-11-19,PERSON,Sara
Sara works at Meta in Paris since 1978-11-19,ORG,Meta
Sara works at Meta in Paris since 1978-11-19,GPE,Paris
Alex attended a conference on 2009-07-08,PERSON,Alex
The meeting with John from Meta is scheduled for 2020-06-01,PERSON,John
The meeting with John from Meta is scheduled for 2020-06-01,ORG,Meta
John works at Microsoft in Tokyo since 2013-11-22,PERSON,John
John works at Microsoft in Tokyo since 2013-11-22,ORG,Microsoft
John works at Microsoft in Tokyo since 2013-11-22,GPE,Tokyo
Microsoft announced new projects starting 2013-03-09,ORG,Microsoft
London will host the event in 1979-12-25,GPE,London
Microsoft announced new projects starting 1970-10-21,ORG,Microsoft
Mary works at Amazon in New York since 1991-01-11,PERSON,Mary
Mary works at Amazon in New York since 1991-01-11,ORG,Amazon
Alex works at Amazon in New York since 2011-04-18,PERSON,Alex
Alex works at Amazon in New York since 2011-04-18,ORG,Amazon
Alex attended a conference on 1989-07-03,PERSON,Alex
The meeting with Sara from Amazon is scheduled for 1998-10-04,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1998-10-04,ORG,Amazon
Meta announced new projects starting 1975-06-07,ORG,Meta
Sara attended a conference on 1995-09-03,PERSON,Sara
The meeting with John from Microsoft is scheduled for 2020-10-30,PERSON,John
The meeting with John from Microsoft is scheduled for 2020-10-30,ORG,Microsoft
Sara works at Amazon in London since 2003-02-12,PERSON,Sara
Sara works at Amazon in London since 2003-02-12,ORG,Amazon
Sara works at Amazon in London since 2003-02-12,GPE,London
Meta announced new projects starting 2024-01-12,ORG,Meta
The meeting with John from Amazon is scheduled for 2000-02-06,PERSON,John
The meeting with John from Amazon is scheduled for 2000-02-06,ORG,Amazon
John attended a conference on 2019-09-17,PERSON,John
Mary attended a conference on 1988-12-05,PERSON,Mary
The meeting with John from Amazon is scheduled for 2010-03-21,PERSON,John
The meeting with John from Amazon is scheduled for 2010-03-21,ORG,Amazon
The meeting with Mary from Microsoft is scheduled for 1982-11-04,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1982-11-04,ORG,Microsoft
Google announced new projects starting 2012-11-20,ORG,Google
Sara works at Meta in New York since 1970-09-13,PERSON,Sara
Sara works at Meta in New York since 1970-09-13,ORG,Meta
John attended a conference on 2021-11-12,PERSON,John
Alex attended a conference on 1988-09-06,PERSON,Alex
Microsoft announced new projects starting 1980-01-01,ORG,Microsoft
Paris will host the event in 1981-12-26,GPE,Paris
John attended a conference on 1995-08-19,PERSON,John
John works at Google in Tokyo since 2020-01-20,PERSON,John
John works at Google in Tokyo since 2020-01-20,ORG,Google
John works at Google in Tokyo since 2020-01-20,GPE,Tokyo
John works at Meta in New York since 2019-03-17,PERSON,John
John works at Meta in New York since 2019-03-17,ORG,Meta
Paris will host the event in 1988-07-11,GPE,Paris
The meeting with John from Microsoft is scheduled for 2018-04-06,PERSON,John
The meeting with John from Microsoft is scheduled for 2018-04-06,ORG,Microsoft
The meeting with John from Meta is scheduled for 2023-06-01,PERSON,John
The meeting with John from Meta is scheduled for 2023-06-01,ORG,Meta
Microsoft announced new projects starting 1970-04-04,ORG,Microsoft
Google announced new projects starting 1982-08-02,ORG,Google
The meeting with Alex from Google is scheduled for 1990-11-10,PERSON,Alex
The meeting with Alex from Google is scheduled for 1990-11-10,ORG,Google
Sara attended a conference on 2000-01-28,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1981-03-12,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1981-03-12,ORG,Amazon
Sara attended a conference on 1977-09-15,PERSON,Sara
Google announced new projects starting 2002-10-25,ORG,Google
John works at Microsoft in Paris since 2007-02-18,PERSON,John
John works at Microsoft in Paris since 2007-02-18,ORG,Microsoft
John works at Microsoft in Paris since 2007-02-18,GPE,Paris
Alex attended a conference on 1999-10-14,PERSON,Alex
Alex attended a conference on 1972-01-04,PERSON,Alex
Alex attended a conference on 1983-05-12,PERSON,Alex
Mary works at Microsoft in Tokyo since 2020-03-10,PERSON,Mary
Mary works at Microsoft in Tokyo since 2020-03-10,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2020-03-10,GPE,Tokyo
John attended a conference on 1999-10-13,PERSON,John
Microsoft announced new projects starting 2019-04-16,ORG,Microsoft
Microsoft announced new projects starting 2008-06-05,ORG,Microsoft
Mary works at Amazon in Paris since 1998-08-14,PERSON,Mary
Mary works at Amazon in Paris since 1998-08-14,ORG,Amazon
Mary works at Amazon in Paris since 1998-08-14,GPE,Paris
John attended a conference on 1994-02-03,PERSON,John
The meeting with John from Amazon is scheduled for 2000-08-15,PERSON,John
The meeting with John from Amazon is scheduled for 2000-08-15,ORG,Amazon
Paris will host the event in 2016-07-11,GPE,Paris
Mary attended a conference on 1975-04-05,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2022-02-07,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2022-02-07,ORG,Amazon
Amazon announced new projects starting 1994-08-17,ORG,Amazon
Google announced new projects starting 2003-05-06,ORG,Google
The meeting with Alex from Amazon is scheduled for 2016-12-18,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2016-12-18,ORG,Amazon
London will host the event in 2001-01-22,GPE,London
The meeting with Sara from Amazon is scheduled for 2018-07-30,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2018-07-30,ORG,Amazon
Mary works at Google in New York since 1982-01-17,PERSON,Mary
Mary works at Google in New York since 1982-01-17,ORG,Google
