text,entity_type,entity_value
Sara works at Meta in London since 2012-01-02,PERSON,Sara
Sara works at Meta in London since 2012-01-02,ORG,Meta
Sara works at Meta in London since 2012-01-02,GPE,London
Mary works at Google in Paris since 1983-09-28,PERSON,Mary
Mary works at Google in Paris since 1983-09-28,ORG,Google
Mary works at Google in Paris since 1983-09-28,GPE,Paris
Google announced new projects starting 2000-04-15,ORG,Google
Tokyo will host the event in 1991-08-19,GPE,Tokyo
Alex works at Meta in Paris since 2009-03-05,PERSON,Alex
Alex works at Meta in Paris since 2009-03-05,ORG,Meta
Alex works at Meta in Paris since 2009-03-05,GPE,Paris
Amazon announced new projects starting 2018-07-10,ORG,Amazon
Tokyo will host the event in 1985-09-05,GPE,Tokyo
John works at Microsoft in New York since 2010-09-23,PERSON,John
John works at Microsoft in New York since 2010-09-23,ORG,Microsoft
The meeting with Alex from Microsoft is scheduled for 1974-08-19,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1974-08-19,ORG,Microsoft
The meeting with Alex from Meta is scheduled for 2017-12-19,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2017-12-19,ORG,Meta
John attended a conference on 2011-08-24,PERSON,John
Amazon announced new projects starting 2007-10-20,ORG,Amazon
The meeting with Alex from Amazon is scheduled for 2015-03-14,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2015-03-14,ORG,Amazon
The meeting with Sara from Google is scheduled for 2012-11-14,PERSON,Sara
The meeting with Sara from Google is scheduled for 2012-11-14,ORG,Google
Amazon announced new projects starting 1970-11-24,ORG,Amazon
John attended a conference on 1985-09-24,PERSON,John
London will host the event in 1974-03-26,GPE,London
Alex works at Google in Paris since 1992-04-16,PERSON,Alex
Alex works at Google in Paris since 1992-04-16,ORG,Google
Alex works at Google in Paris since 1992-04-16,GPE,Paris
Google announced new projects starting 1972-10-30,ORG,Google
The meeting with John from Microsoft is scheduled for 2021-12-01,PERSON,John
The meeting with John from Microsoft is scheduled for 2021-12-01,ORG,Microsoft
Alex attended a conference on 1994-05-20,PERSON,Alex
Sara attended a conference on 1987-01-29,PERSON,Sara
Microsoft announced new projects starting 1990-01-09,ORG,Microsoft
John attended a conference on 2003-02-18,PERSON,John
Mary attended a conference on 2022-01-23,PERSON,Mary
Sara attended a conference on 1976-02-20,PERSON,Sara
Sara attended a conference on 1978-11-01,PERSON,Sara
Mary attended a conference on 2023-06-03,PERSON,Mary
The meeting with Sara from Google is scheduled for 1990-01-11,PERSON,Sara
The meeting with Sara from Google is scheduled for 1990-01-11,ORG,Google
The meeting with John from Meta is scheduled for 1975-02-15,PERSON,John
The meeting with John from Meta is scheduled for 1975-02-15,ORG,Meta
Mary attended a conference on 1980-02-12,PERSON,Mary
Tokyo will host the event in 2024-10-08,GPE,Tokyo
Alex works at Meta in Paris since 2015-01-17,PERSON,Alex
Alex works at Meta in Paris since 2015-01-17,ORG,Meta
Alex works at Meta in Paris since 2015-01-17,GPE,Paris
Sara attended a conference on 1980-04-19,PERSON,Sara
Mary works at Microsoft in Tokyo since 1979-05-08,PERSON,Mary
Mary works at Microsoft in Tokyo since 1979-05-08,ORG,Microsoft
Mary works at Microsoft in Tokyo since 1979-05-08,GPE,Tokyo
The meeting with Sara from Microsoft is scheduled for 2017-05-31,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2017-05-31,ORG,Microsoft
The meeting with John from Amazon is scheduled for 1981-07-19,PERSON,John
The meeting with John from Amazon is scheduled for 1981-07-19,ORG,Amazon
Meta announced new projects starting 1970-09-04,ORG,Meta
Alex works at Amazon in Tokyo since 2024-12-19,PERSON,Alex
Alex works at Amazon in Tokyo since 2024-12-19,ORG,Amazon
Alex works at Amazon in Tokyo since 2024-12-19,GPE,Tokyo
The meeting with John from Amazon is scheduled for 1989-10-28,PERSON,John
The meeting with John from Amazon is scheduled for 1989-10-28,ORG,Amazon
Tokyo will host the event in 1975-01-15,GPE,Tokyo
The meeting with John from Google is scheduled for 2009-12-14,PERSON,John
The meeting with John from Google is scheduled for 2009-12-14,ORG,Google
The meeting with John from Amazon is scheduled for 2006-12-25,PERSON,John
The meeting with John from Amazon is scheduled for 2006-12-25,ORG,Amazon
Alex attended a conference on 2018-09-03,PERSON,Alex
The meeting with John from Google is scheduled for 2022-07-06,PERSON,John
The meeting with John from Google is scheduled for 2022-07-06,ORG,Google
Mary attended a conference on 1983-07-08,PERSON,Mary
Amazon announced new projects starting 2009-12-11,ORG,Amazon
Tokyo will host the event in 1997-06-10,GPE,Tokyo
Alex works at Microsoft in London since 2023-05-19,PERSON,Alex
Alex works at Microsoft in London since 2023-05-19,ORG,Microsoft
Alex works at Microsoft in London since 2023-05-19,GPE,London
Microsoft announced new projects starting 2006-09-21,ORG,Microsoft
Microsoft announced new projects starting 1981-10-21,ORG,Microsoft
Microsoft announced new projects starting 2003-08-27,ORG,Microsoft
London will host the event in 1995-03-03,GPE,London
Tokyo will host the event in 1977-01-09,GPE,Tokyo
Paris will host the event in 1971-03-30,GPE,Paris
Microsoft announced new projects starting 1970-01-14,ORG,Microsoft
Alex works at Google in London since 2022-08-03,PERSON,Alex
Alex works at Google in London since 2022-08-03,ORG,Google
Alex works at Google in London since 2022-08-03,GPE,London
Mary works at Google in Paris since 2002-12-21,PERSON,Mary
Mary works at Google in Paris since 2002-12-21,ORG,Google
Mary works at Google in Paris since 2002-12-21,GPE,Paris
John attended a conference on 1986-01-18,PERSON,John
Meta announced new projects starting 1975-01-13,ORG,Meta
Mary works at Microsoft in Tokyo since 2015-02-26,PERSON,Mary
Mary works at Microsoft in Tokyo since 2015-02-26,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2015-02-26,GPE,Tokyo
Alex attended a conference on 2009-04-01,PERSON,Alex
Amazon announced new projects starting 1979-07-06,ORG,Amazon
Meta announced new projects starting 2015-11-11,ORG,Meta
The meeting with Sara from Microsoft is scheduled for 2017-11-10,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2017-11-10,ORG,Microsoft
Paris will host the event in 2001-02-05,GPE,Paris
Microsoft announced new projects starting 2018-08-21,ORG,Microsoft
The meeting with Sara from Meta is scheduled for 1979-03-07,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1979-03-07,ORG,Meta
John attended a conference on 1980-08-22,PERSON,John
Mary attended a conference on 2024-11-20,PERSON,Mary
Sara works at Microsoft in Paris since 2001-09-20,PERSON,Sara
Sara works at Microsoft in Paris since 2001-09-20,ORG,Microsoft
Sara works at Microsoft in Paris since 2001-09-20,GPE,Paris
The meeting with Sara from Google is scheduled for 1988-01-11,PERSON,Sara
The meeting with Sara from Google is scheduled for 1988-01-11,ORG,Google
Mary attended a conference on 1977-12-23,PERSON,Mary
The meeting with Sara from Google is scheduled for 2006-03-02,PERSON,Sara
The meeting with Sara from Google is scheduled for 2006-03-02,ORG,Google
John works at Meta in Paris since 1971-08-08,PERSON,John
John works at Meta in Paris since 1971-08-08,ORG,Meta
John works at Meta in Paris since 1971-08-08,GPE,Paris
Mary works at Amazon in Paris since 1979-12-19,PERSON,Mary
Mary works at Amazon in Paris since 1979-12-19,ORG,Amazon
Mary works at Amazon in Paris since 1979-12-19,GPE,Paris
Google announced new projects starting 1983-04-24,ORG,Google
Mary works at Amazon in London since 2017-11-09,PERSON,Mary
Mary works at Amazon in London since 2017-11-09,ORG,Amazon
Mary works at Amazon in London since 2017-11-09,GPE,London
Sara works at Microsoft in New York since 2009-12-16,PERSON,Sara
Sara works at Microsoft in New York since 2009-12-16,ORG,Microsoft
Mary attended a conference on 1978-12-30,PERSON,Mary
Microsoft announced new projects starting 2019-02-16,ORG,Microsoft
The meeting with Mary from Amazon is scheduled for 1975-11-12,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1975-11-12,ORG,Amazon
Amazon announced new projects starting 2023-09-19,ORG,Amazon
Meta announced new projects starting 1983-02-25,ORG,Meta
Sara works at Amazon in Tokyo since 2023-09-19,PERSON,Sara
Sara works at Amazon in Tokyo since 2023-09-19,ORG,Amazon
Sara works at Amazon in Tokyo since 2023-09-19,GPE,Tokyo
John works at Amazon in New York since 2019-08-06,PERSON,John
John works at Amazon in New York since 2019-08-06,ORG,Amazon
London will host the event in 2007-06-10,GPE,London
The meeting with John from Meta is scheduled for 1971-02-02,PERSON,John
The meeting with John from Meta is scheduled for 1971-02-02,ORG,Meta
Sara attended a conference on 1994-03-24,PERSON,Sara
Sara attended a conference on 1971-06-28,PERSON,Sara
The meeting with Mary from Google is scheduled for 1994-03-11,PERSON,Mary
The meeting with Mary from Google is scheduled for 1994-03-11,ORG,Google
Meta announced new projects starting 1984-02-07,ORG,Meta
The meeting with Alex from Meta is scheduled for 2011-02-16,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2011-02-16,ORG,Meta
The meeting with Alex from Microsoft is scheduled for 1991-06-20,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1991-06-20,ORG,Microsoft
The meeting with John from Google is scheduled for 2022-03-03,PERSON,John
The meeting with John from Google is scheduled for 2022-03-03,ORG,Google
The meeting with Alex from Meta is scheduled for 2010-10-23,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2010-10-23,ORG,Meta
Microsoft announced new projects starting 1981-09-11,ORG,Microsoft
Amazon announced new projects starting 2019-10-06,ORG,Amazon
The meeting with Mary from Meta is scheduled for 1986-10-20,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1986-10-20,ORG,Meta
John works at Amazon in Tokyo since 2021-07-14,PERSON,John
John works at Amazon in Tokyo since 2021-07-14,ORG,Amazon
John works at Amazon in Tokyo since 2021-07-14,GPE,Tokyo
Mary attended a conference on 2007-10-21,PERSON,Mary
London will host the event in 1999-02-11,GPE,London
Paris will host the event in 1982-06-08,GPE,Paris
London will host the event in 2002-10-17,GPE,London
The meeting with Alex from Meta is scheduled for 2001-07-12,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2001-07-12,ORG,Meta
The meeting with Sara from Microsoft is scheduled for 1999-03-07,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1999-03-07,ORG,Microsoft
Mary attended a conference on 2004-02-14,PERSON,Mary
Paris will host the event in 1993-06-14,GPE,Paris
The meeting with Alex from Amazon is scheduled for 2016-04-08,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2016-04-08,ORG,Amazon
John attended a conference on 1991-10-04,PERSON,John
The meeting with Mary from Meta is scheduled for 1979-12-10,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1979-12-10,ORG,Meta
Microsoft announced new projects starting 2016-05-17,ORG,Microsoft
Paris will host the event in 1998-10-28,GPE,Paris
The meeting with Sara from Meta is scheduled for 1989-09-19,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1989-09-19,ORG,Meta
London will host the event in 1982-06-02,GPE,London
John works at Meta in New York since 1979-01-31,PERSON,John
John works at Meta in New York since 1979-01-31,ORG,Meta
Microsoft announced new projects starting 2008-11-10,ORG,Microsoft
Alex attended a conference on 2001-05-10,PERSON,Alex
Sara works at Microsoft in Paris since 1988-08-31,PERSON,Sara
Sara works at Microsoft in Paris since 1988-08-31,ORG,Microsoft
Sara works at Microsoft in Paris since 1988-08-31,GPE,Paris
John works at Google in Paris since 1990-06-21,PERSON,John
John works at Google in Paris since 1990-06-21,ORG,Google
John works at Google in Paris since 1990-06-21,GPE,Paris
John works at Google in London since 1975-11-14,PERSON,John
John works at Google in London since 1975-11-14,ORG,Google
John works at Google in London since 1975-11-14,GPE,London
Amazon announced new projects starting 2005-05-11,ORG,Amazon
Paris will host the event in 1988-07-29,GPE,Paris
Alex works at Amazon in London since 2013-09-17,PERSON,Alex
Alex works at Amazon in London since 2013-09-17,ORG,Amazon
Alex works at Amazon in London since 2013-09-17,GPE,London
London will host the event in 1997-11-13,GPE,London
London will host the event in 1990-06-03,GPE,London
Mary works at Meta in Paris since 1972-01-16,PERSON,Mary
Mary works at Meta in Paris since 1972-01-16,ORG,Meta
Mary works at Meta in Paris since 1972-01-16,GPE,Paris
Alex works at Amazon in London since 1970-09-01,PERSON,Alex
Alex works at Amazon in London since 1970-09-01,ORG,Amazon
Alex works at Amazon in London since 1970-09-01,GPE,London
Mary attended a conference on 1978-01-25,PERSON,Mary
London will host the event in 1991-02-02,GPE,London
Google announced new projects starting 1990-05-27,ORG,Google
Alex works at Amazon in Tokyo since 1980-08-12,PERSON,Alex
Alex works at Amazon in Tokyo since 1980-08-12,ORG,Amazon
Alex works at Amazon in Tokyo since 1980-08-12,GPE,Tokyo
Microsoft announced new projects starting 2009-12-20,ORG,Microsoft
Mary attended a conference on 2003-08-14,PERSON,Mary
The meeting with Sara from Amazon is scheduled for 2016-03-16,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2016-03-16,ORG,Amazon
Alex attended a conference on 1988-07-10,PERSON,Alex
Microsoft announced new projects starting 1977-10-26,ORG,Microsoft
London will host the event in 2019-01-22,GPE,London
Paris will host the event in 1992-04-05,GPE,Paris
Alex attended a conference on 1978-05-10,PERSON,Alex
The meeting with John from Amazon is scheduled for 2017-06-18,PERSON,John
The meeting with John from Amazon is scheduled for 2017-06-18,ORG,Amazon
Alex works at Meta in Tokyo since 2012-06-25,PERSON,Alex
Alex works at Meta in Tokyo since 2012-06-25,ORG,Meta
Alex works at Meta in Tokyo since 2012-06-25,GPE,Tokyo
Microsoft announced new projects starting 1998-12-19,ORG,Microsoft
Paris will host the event in 1986-09-28,GPE,Paris
John works at Meta in Tokyo since 1982-03-05,PERSON,John
John works at Meta in Tokyo since 1982-03-05,ORG,Meta
John works at Meta in Tokyo since 1982-03-05,GPE,Tokyo
Amazon announced new projects starting 1974-05-25,ORG,Amazon
Paris will host the event in 2003-04-20,GPE,Paris
London will host the event in 2011-09-06,GPE,London
Alex attended a conference on 2012-02-16,PERSON,Alex
Meta announced new projects starting 1979-04-16,ORG,Meta
Alex attended a conference on 1979-08-31,PERSON,Alex
Sara attended a conference on 2016-01-23,PERSON,Sara
Mary attended a conference on 1992-11-12,PERSON,Mary
Tokyo will host the event in 2008-02-20,GPE,Tokyo
Paris will host the event in 1992-11-03,GPE,Paris
Paris will host the event in 2015-12-14,GPE,Paris
The meeting with Alex from Amazon is scheduled for 2013-04-16,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2013-04-16,ORG,Amazon
Mary works at Microsoft in Tokyo since 2023-06-29,PERSON,Mary
